,idno,formid,form_model,title,nation,year_start,year_end,repositoryid,repo_title,created,changed,varcount,total_views,authoring_entity,total_downloads,rank,type,id,url,link_da,Unnamed: 0,Category
80,UNHCR_BGD_2021_SHELT_anon_data_v2.1,3,licensed,"Post-Distribution Monitoring of Shelter Materials, 2021",Bangladesh,2021,2021,ASIA,Asia Pacific,2023-03-23T05:39:28+01:00,2023-03-23T05:39:28+01:00,314,0,UNHCR,0,1,survey,875,https://microdata.unhcr.org/index.php/catalog/875,,,
81,UNHCR_BOL_2021_HFS_Q3_v2.1,3,licensed,High Frequency Survey - Q3 2021,Bolivia (Plurinational State of),2021,2021,SA,Americas,2021-12-10T20:32:43+01:00,2021-12-10T20:32:43+01:00,472,5419,UNHCR,0,1,survey,578,https://microdata.unhcr.org/index.php/catalog/578,,231.0,High Frequency Survey
82,UNHCR_BRA_2021_HFS_Q1Q2_v2.1,3,licensed,High Frequency Survey - Q1Q2 2021,Brazil,2021,2021,SA,Americas,2021-10-11T13:09:23+02:00,2021-10-11T13:09:23+02:00,485,5867,UNHCR,0,1,survey,496,https://microdata.unhcr.org/index.php/catalog/496,,198.0,High Frequency Survey
83,UNHCR_BRA_2021_HFS_Q4_v2.1,3,licensed,High Frequency Survey - 2021,Brazil,2021,2021,SA,Americas,2022-04-02T21:49:55+02:00,2022-04-02T21:49:55+02:00,525,4241,UNHCR,0,1,survey,651,https://microdata.unhcr.org/index.php/catalog/651,,277.0,High Frequency Survey
84,UNHCR_BRA_2021_HFS_Q3_v2.1,3,licensed,High Frequency Survey - Q3 2021,Brazil,2021,2021,SA,Americas,2021-12-10T20:04:41+01:00,2021-12-10T20:04:41+01:00,472,4092,UNHCR,0,1,survey,577,https://microdata.unhcr.org/index.php/catalog/577,,231.0,High Frequency Survey
85,WBG_BFA_2021_HFPS-IDP_v01_M,5,remote,High Frequency Phone Survey on Internally Displaced Persons (IDP) 2021,Burkina Faso,2021,2021,WBG,The World Bank Microdata Library,2023-04-03T23:08:43+02:00,2023-04-03T23:30:04+02:00,695,5,Institut National de la Statistique et de la Démographie (INSD),0,1,survey,886,https://microdata.unhcr.org/index.php/catalog/886,https://microdata.worldbank.org/index.php/catalog/4481/get-microdata,,
86,UNHCR_CMR_2021_IDP_Profiling_MayoTsanaga_v2.1,3,licensed,Mayo-Tsanaga IDP Profiling - Jul-Sep 2021,Cameroon,2021,2021,WA,West and Central Africa,2022-06-14T21:54:15+02:00,2022-06-14T21:54:15+02:00,259,1713,"UNHCR, Comité Mixte de Protection",85,1,survey,679,https://microdata.unhcr.org/index.php/catalog/679,,294.0,Internal Displacement Profiling
87,UNHCR_CMR_2021_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2021",Cameroon,2021,2021,WA,West and Central Africa,2022-09-18T03:23:17+02:00,2022-09-18T03:23:17+02:00,101,898,UNHCR,43,1,survey,766,https://microdata.unhcr.org/index.php/catalog/766,,,
88,UNHCR_CMR_2021_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Cameroon,2021,2021,WA,West and Central Africa,2022-09-18T02:26:14+02:00,2022-09-18T02:26:14+02:00,106,650,UNHCR,28,1,survey,745,https://microdata.unhcr.org/index.php/catalog/745,,,
89,UNHCR_TCD_2021_SENS_EAST_SOUTH_LAKE_REGION_v2.1,3,licensed,"Standardised Expanded Nutrition Survey (East, South and Lake Region) - 2021",Chad,2021,2021,WA,West and Central Africa,2022-09-29T09:30:55+02:00,2022-09-29T09:30:55+02:00,129,968,UNHCR,29,1,survey,775,https://microdata.unhcr.org/index.php/catalog/775,,,
90,UNHCR_TCD_2021_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Chad,2021,2021,WA,West and Central Africa,2022-09-18T02:28:38+02:00,2022-09-18T02:28:38+02:00,106,720,UNHCR,27,1,survey,762,https://microdata.unhcr.org/index.php/catalog/762,,,
91,UNHCR_TCD_BAGA_SOLA_2021_WASH_v2.1,3,licensed,"Water, Sanitation and Hygiene (WASH) KAP - BAGA SOLA 2021",Chad,2021,2021,WA,West and Central Africa,2023-04-04T11:57:20+02:00,2023-04-05T08:30:39+02:00,112,6,UNHCR,0,1,survey,894,https://microdata.unhcr.org/index.php/catalog/894,,,
92,UNHCR_TCD_GORE_2021_WASH_v2.1,3,licensed,"Water, Sanitation and Hygiene (WASH) KAP - GORE 2021",Chad,2021,2021,WA,West and Central Africa,2023-04-04T13:08:58+02:00,2023-04-05T08:31:40+02:00,110,4,UNHCR,0,1,survey,897,https://microdata.unhcr.org/index.php/catalog/897,,,
93,UNHCR_TCD_GOZ_BEIDA_2021_WASH_v2.1,3,licensed,"Water, Sanitation and Hygiene (WASH) KAP - GOZ BEIDA - Jan 2021",Chad,2021,2021,WA,West and Central Africa,2023-04-04T11:02:01+02:00,2023-04-05T08:26:38+02:00,134,1,UNHCR,0,1,survey,891,https://microdata.unhcr.org/index.php/catalog/891,,,
94,UNHCR_CHL_2021_HFS_Q1Q2_v2.1,3,licensed,High Frequency Survey - Q1Q2 2021,Chile,2021,2021,SA,Americas,2021-10-11T13:11:13+02:00,2021-10-11T13:11:13+02:00,485,5071,UNHCR,0,1,survey,493,https://microdata.unhcr.org/index.php/catalog/493,,198.0,High Frequency Survey
95,UNHCR_CHL_2021_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Chile,2021,2021,SA,Americas,2022-12-25T03:34:03+01:00,2022-12-25T03:34:03+01:00,106,632,UNHCR,19,1,survey,824,https://microdata.unhcr.org/index.php/catalog/824,,,
96,UNHCR_CHN_2021_CBI_PDM_Q3_v2.1,3,licensed,"Post-Distribution Monitoring of Cash-Based Intervention, May 2021",China,2021,2021,ASIA,Asia Pacific,2021-10-03T10:28:47+02:00,2021-10-03T10:29:59+02:00,119,3180,UNHCR,153,1,survey,517,https://microdata.unhcr.org/index.php/catalog/517,,168.0,Post-Distribution Monitoring of Cash-Based Interventions
97,UNHCR_CHN_2021_EDU_data_anon_v2.1,3,licensed,Refugee's Children Education - 2021,China,2021,2021,ASIA,Asia Pacific,2022-12-18T12:02:13+01:00,2023-01-04T22:28:23+01:00,45,245,UNHCR,13,1,survey,813,https://microdata.unhcr.org/index.php/catalog/813,,,
98,UNHCR_COL_2021_HFS_Q1Q2_v2.1,3,licensed,High Frequency Survey - Q1Q2 2021,Colombia,2021,2021,SA,Americas,2021-10-11T13:12:07+02:00,2021-10-11T13:12:07+02:00,485,5502,UNHCR,0,1,survey,497,https://microdata.unhcr.org/index.php/catalog/497,,198.0,High Frequency Survey
99,UNHCR_COL_2021_HFS_Q3_v2.1,3,licensed,High Frequency Survey - Q3 2021,Colombia,2021,2021,SA,Americas,2021-12-10T16:30:32+01:00,2021-12-10T16:30:32+01:00,472,4764,UNHCR,0,1,survey,573,https://microdata.unhcr.org/index.php/catalog/573,,231.0,High Frequency Survey
100,UNHCR_COL_2021_HFS_Q4_v2.1,3,licensed,High Frequency Survey - 2021,Colombia,2021,2021,SA,Americas,2022-04-02T20:01:30+02:00,2022-04-02T20:01:30+02:00,525,3779,UNHCR,0,1,survey,646,https://microdata.unhcr.org/index.php/catalog/646,,277.0,High Frequency Survey
101,UNHCR_WFP_COD_2021_JAM_CAR_OutCamp_v2.1,3,licensed,Joint assessment of Refugees from Central African Republic in North and South Ubangi Living Outside of Camps – Oct 2021,Congo (Democratic Republic of the),2021,2021,SAO,Southern Africa,2022-08-22T10:56:26+02:00,2022-08-22T10:56:26+02:00,435,1488,"UNHCR, WFP",31,1,survey,710,https://microdata.unhcr.org/index.php/catalog/710,,,
102,UNHCR_WFP_COD_2021_JAM_SouthSudan_v2.1,3,licensed,"Joint Assessment of Refugees from South Sudan in the Sites in Biringi, Bele and Meri – Mar 2021",Congo (Democratic Republic of the),2021,2021,SAO,Southern Africa,2022-08-22T10:14:54+02:00,2022-08-22T10:14:54+02:00,416,1424,"UNHCR, WFP",22,1,survey,711,https://microdata.unhcr.org/index.php/catalog/711,,,
103,UNHCR_WFP_COD_2021_JAM_CAR_InCamp_v2.1,3,licensed,Joint Assessment of Refugees from from Central African Republic in North and South Ubangi Living in Camps – Sep 2021,Congo (Democratic Republic of the),2021,2021,SAO,Southern Africa,2022-08-22T10:10:59+02:00,2022-08-22T10:10:59+02:00,380,1407,"UNHCR, WFP",32,1,survey,709,https://microdata.unhcr.org/index.php/catalog/709,,,
104,UNHCR_WFP_COD_2021_JAM_Burundi_v2.1,3,licensed,Joint Assessment of Refugees from Burundi in Lusenda and Mulongwe Refugee Camps – Jan 2021,Congo (Democratic Republic of the),2021,2021,SAO,Southern Africa,2022-08-22T10:20:30+02:00,2022-08-22T10:20:30+02:00,224,945,"UNHCR, WFP",25,1,survey,708,https://microdata.unhcr.org/index.php/catalog/708,,,
105,UNHCR_COG_2021_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2021","Congo, Rep.",2021,2021,SAO,Southern Africa,2022-09-18T02:26:34+02:00,2022-09-18T02:26:34+02:00,106,650,UNHCR,25,1,survey,747,https://microdata.unhcr.org/index.php/catalog/747,,,
106,UNHCR_COD_2021_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Congo (Democratic Republic of the),2021,2021,SAO,Southern Africa,2022-09-18T02:26:21+02:00,2022-09-18T02:26:21+02:00,106,546,UNHCR,33,1,survey,746,https://microdata.unhcr.org/index.php/catalog/746,,,
107,UNHCR_CRI_2021_HFS_Q3_v2.1,3,licensed,High Frequency Survey - Q3 2021,Costa Rica,2021,2021,SA,Americas,2021-12-10T16:46:14+01:00,2021-12-10T16:46:14+01:00,473,4914,UNHCR,0,1,survey,571,https://microdata.unhcr.org/index.php/catalog/571,,231.0,High Frequency Survey
108,UNHCR_CRI_2021_HFS_Q4_v2.1,3,licensed,High Frequency Survey - 2021,Costa Rica,2021,2021,SA,Americas,2022-04-02T19:54:11+02:00,2022-04-02T19:54:11+02:00,525,3131,UNHCR,0,1,survey,645,https://microdata.unhcr.org/index.php/catalog/645,,277.0,High Frequency Survey
109,UNHCR_CRI_2021_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Costa Rica,2021,2021,SA,Americas,2022-09-18T02:26:41+02:00,2022-09-18T02:26:41+02:00,106,800,UNHCR,23,1,survey,748,https://microdata.unhcr.org/index.php/catalog/748,,,
110,UNHCR_CIV_2021_CBI_PDM_Metadata,3,licensed,Post-Distribution Monitoring of Cash-Based Interventions - Feb 2021,Côte d'Ivoire,2021,2021,WA,West and Central Africa,2021-09-02T19:17:50+02:00,2021-10-04T22:17:38+02:00,83,1425,UNHCR,84,1,survey,481,https://microdata.unhcr.org/index.php/catalog/481,,192.0,Post-Distribution Monitoring of Cash-Based Interventions
111,UNHCR_DJI_2021_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Djibouti,2021,2021,EHA,East and Horn of Africa,2022-09-18T02:26:49+02:00,2022-09-18T02:26:49+02:00,106,757,UNHCR,32,1,survey,749,https://microdata.unhcr.org/index.php/catalog/749,,,
112,UNHCR_DOM_2021_HFS_Q4_v2.1,3,licensed,High Frequency Survey - 2021,Dominican Republic,2021,2021,SA,Americas,2022-04-02T21:42:48+02:00,2022-04-02T21:42:48+02:00,525,3806,UNHCR,0,1,survey,650,https://microdata.unhcr.org/index.php/catalog/650,,277.0,High Frequency Survey
113,UNHCR_DOM_2021_HFS_Q3_v2.1,3,licensed,High Frequency Survey - Q3 2021,Dominican Republic,2021,2021,SA,Americas,2021-12-10T20:37:06+01:00,2021-12-10T20:37:06+01:00,472,2983,UNHCR,0,1,survey,579,https://microdata.unhcr.org/index.php/catalog/579,,231.0,High Frequency Survey
114,UNHCR_DOM_2021_HFS_Q1Q2_v2.1,3,licensed,High Frequency Survey - Q1Q2 2021,Dominican Republic,2021,2021,SA,Americas,2021-10-11T13:12:44+02:00,2021-10-11T13:12:44+02:00,485,2244,UNHCR,0,1,survey,490,https://microdata.unhcr.org/index.php/catalog/490,,198.0,High Frequency Survey
115,UNHCR_ECU_2021_HFS_Q1Q2_v2.1,3,licensed,High Frequency Survey - Q1Q2 2021,Ecuador,2021,2021,SA,Americas,2021-10-11T13:13:04+02:00,2021-10-11T13:13:04+02:00,485,5231,UNHCR,0,1,survey,498,https://microdata.unhcr.org/index.php/catalog/498,,198.0,High Frequency Survey
116,UNHCR_ECU_2021_HFS_Q3_v2.1,3,licensed,High Frequency Survey - Q3 2021,Ecuador,2021,2021,SA,Americas,2021-12-10T18:22:27+01:00,2021-12-10T18:22:27+01:00,472,4260,UNHCR,0,1,survey,575,https://microdata.unhcr.org/index.php/catalog/575,,231.0,High Frequency Survey
117,UNHCR_ECU_2021_HFS_Q4_v2.1,3,licensed,High Frequency Survey - 2021,Ecuador,2021,2021,SA,Americas,2022-04-02T20:12:59+02:00,2022-04-02T20:12:59+02:00,525,3589,UNHCR,0,1,survey,648,https://microdata.unhcr.org/index.php/catalog/648,,277.0,High Frequency Survey
118,UNHCR_GHA_2021_CBI_PDM,3,licensed,Post-Distribution Monitoring of UNHCR Cash-Based Interventions - Jan 2021,Ghana,2021,2021,WA,West and Central Africa,2021-11-19T18:09:49+01:00,2021-11-19T18:11:17+01:00,168,1888,UNHCR,45,1,survey,565,https://microdata.unhcr.org/index.php/catalog/565,,225.0,Post-Distribution Monitoring of Cash-Based Interventions
119,UNHCR_GHA_2021_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Ghana,2021,2021,WA,West and Central Africa,2022-09-18T02:26:56+02:00,2022-09-18T02:26:56+02:00,106,629,UNHCR,30,1,survey,750,https://microdata.unhcr.org/index.php/catalog/750,,,
120,UNHCR_GTM_2021_HFS_Q1Q2_v2.1,3,licensed,High Frequency Survey - Q1Q2 2021,Guatemala,2021,2021,SA,Americas,2021-10-11T13:13:32+02:00,2021-10-11T13:13:32+02:00,485,5041,UNHCR,0,1,survey,494,https://microdata.unhcr.org/index.php/catalog/494,,198.0,High Frequency Survey
121,UNHCR_GTM_2021_HFS_Q3_v2.1,3,licensed,High Frequency Survey - Q3 2021,Guatemala,2021,2021,SA,Americas,2021-12-10T16:55:52+01:00,2021-12-10T16:55:52+01:00,472,3550,UNHCR,0,1,survey,572,https://microdata.unhcr.org/index.php/catalog/572,,231.0,High Frequency Survey
122,UNHCR_GTM_2021_HFS_Q4_v2.1,3,licensed,High Frequency Survey - 2021,Guatemala,2021,2021,SA,Americas,2022-04-02T20:08:44+02:00,2022-04-02T20:08:44+02:00,525,3255,UNHCR,0,1,survey,647,https://microdata.unhcr.org/index.php/catalog/647,,277.0,High Frequency Survey
123,UNHCR_HND_2021_HFS_Q4_v2.1,3,licensed,High Frequency Survey - 2021,Honduras,2021,2021,SA,Americas,2022-04-02T22:51:45+02:00,2022-04-02T22:51:45+02:00,525,4093,UNHCR,0,1,survey,654,https://microdata.unhcr.org/index.php/catalog/654,,277.0,High Frequency Survey
124,UNHCR_IND_2021_PDM_anon_data_v2.1,3,licensed,"Post-Distribution Monitoring of Cash-Based Intervention, 2021",India,2021,2021,ASIA,Asia Pacific,2022-12-19T04:55:38+01:00,2022-12-19T04:55:38+01:00,186,429,UNHCR,10,1,survey,814,https://microdata.unhcr.org/index.php/catalog/814,,,
125,UNHCR_IND_2021_EDU_data_anon_v2.1,3,licensed,"India Education Survey, 2021",India,2021,2021,ASIA,Asia Pacific,2022-12-19T05:32:52+01:00,2022-12-19T05:32:52+01:00,126,427,UNHCR,25,1,survey,815,https://microdata.unhcr.org/index.php/catalog/815,,,
126,UNHCR_IDN_2021_SES_IVR_v2.1,3,licensed,Socio-Economic IVR Survey - 2021,Indonesia,2021,2021,ASIA,Asia Pacific,2022-09-26T13:43:08+02:00,2022-09-26T13:43:08+02:00,60,675,UNHCR,0,1,survey,777,https://microdata.unhcr.org/index.php/catalog/777,,,
127,HDX_REACH_IRQ_2021_ProfilingXI_vEXT,5,remote,Iraq - Camp Profiling XV & Intentions Survey VIII - 2021,Iraq,2021,2021,EXT,External datasets,2022-01-31T14:56:39+01:00,2022-01-31T14:56:52+01:00,0,862,REACH,0,1,survey,607,https://microdata.unhcr.org/index.php/catalog/607,,256.0,Internal Displacement Profiling
128,UNHCR_IRQ_2021_MI_ERBIL_v2.1,3,licensed,"Movement Intention Survey in Erbil Camps, 2021",Iraq,2021,2021,MENA,Middle East and North Africa,2022-12-20T04:53:05+01:00,2023-01-05T15:40:02+01:00,82,436,UNHCR,0,1,survey,811,https://microdata.unhcr.org/index.php/catalog/811,,,
129,UNHCR_JOR_2021_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Jordan,2021,2021,MENA,Middle East and North Africa,2022-09-18T02:27:04+02:00,2022-09-18T02:27:04+02:00,106,623,UNHCR,23,1,survey,751,https://microdata.unhcr.org/index.php/catalog/751,,,
130,UNHCR_JOR_2021_JAM_v2.1,3,licensed,Mobile Needs Assessment for non-Syrian Refugees - 2021,Jordan,2021,2021,MENA,Middle East and North Africa,2023-03-14T01:20:04+01:00,2023-03-14T01:20:04+01:00,292,1,"UNHCR, WFP",0,1,survey,852,https://microdata.unhcr.org/index.php/catalog/852,,,
131,UNHCR_JOR_2021_PDM_MPC_v2.1,3,licensed,"Post Distribution Monitoring: Multi Purpose Cash Assistance, 2021",Jordan,2021,2021,MENA,Middle East and North Africa,2023-03-14T00:12:45+01:00,2023-03-14T00:12:45+01:00,344,1,UNHCR,0,1,survey,850,https://microdata.unhcr.org/index.php/catalog/850,,,
132,UNHCR_KAZ_2021_CBI_PDM,3,licensed,"Post-Distribution Monitoring of Cash-Based Intervention, March 2021",Kazakhstan,2021,2021,ASIA,Asia Pacific,2021-06-28T11:31:17+02:00,2021-06-30T17:03:42+02:00,136,3017,UNHCR,196,1,survey,472,https://microdata.unhcr.org/index.php/catalog/472,,183.0,Post-Distribution Monitoring of Cash-Based Interventions
133,UNHCR_KEN_2021_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2021",Kenya,2021,2021,EHA,East and Horn of Africa,2022-09-18T03:26:22+02:00,2022-09-18T03:26:22+02:00,101,1056,UNHCR,37,1,survey,767,https://microdata.unhcr.org/index.php/catalog/767,,,
134,UNHCR_KEN_2021_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Kenya,2021,2021,EHA,East and Horn of Africa,2022-09-18T02:27:12+02:00,2022-09-18T02:27:12+02:00,106,964,UNHCR,35,1,survey,752,https://microdata.unhcr.org/index.php/catalog/752,,,
135,UNHCR_KGZ_2021_CBI_PDM,3,licensed,"Post-Distribution Monitoring of Cash-Based Intervention, February 2021",Kyrgyz Republic,2021,2021,ASIA,Asia Pacific,2021-06-28T11:30:54+02:00,2021-06-30T17:15:28+02:00,136,2620,UNHCR,137,1,survey,471,https://microdata.unhcr.org/index.php/catalog/471,,182.0,Post-Distribution Monitoring of Cash-Based Interventions
136,UNHCR_LKA_2021_CBI_PDM,3,licensed,"Post-Distribution Monitoring of Cash-Based Intervention, May 2021",Sri Lanka,2021,2021,ASIA,Asia Pacific,2021-06-12T01:07:21+02:00,2021-06-30T17:47:37+02:00,156,2748,UNHCR,116,1,survey,457,https://microdata.unhcr.org/index.php/catalog/457,,168.0,Post-Distribution Monitoring of Cash-Based Interventions
137,UNHCR_LBN_2021_VASYR_v2.1,3,licensed,"Vulnerability Assessment of Syrian Refugees in Lebanon, 2021",Lebanon,2021,2021,MENA,Middle East and North Africa,2021-12-13T11:50:06+01:00,2022-01-19T22:07:51+01:00,803,14042,"UNHCR, UNICEF, WFP",333,1,survey,582,https://microdata.unhcr.org/index.php/catalog/582,,232.0,Vulnerability Assessment of Syrian Refugees (VASYR)
138,UNHCR_MYS_2021_PDM_anon_data_v2.1,3,licensed,"Post-Distribution Monitoring of Cash-Based Intervention, 2021",Malaysia,2021,2022,ASIA,Asia Pacific,2022-12-18T11:27:40+01:00,2022-12-18T11:27:40+01:00,150,327,UNHCR,13,1,survey,812,https://microdata.unhcr.org/index.php/catalog/812,,,
139,UNHCR_MLI_CBI_PDM_2021_v2.1,3,licensed,Cash-Based Interventions Post-Distribution Monitoring - AUG 2021,Mali,2021,2021,WA,West and Central Africa,2023-01-06T00:05:38+01:00,2023-04-05T12:18:33+02:00,0,135,UNHCR,18,1,survey,829,https://microdata.unhcr.org/index.php/catalog/829,,,
140,UNHCR_MRT_2021_NSR_v2.1,3,licensed,"Refugee Social Registry Inclusion Census, 2021",Mauritania,2021,2021,MENA,Middle East and North Africa,2022-05-18T17:02:24+02:00,2022-05-18T17:02:24+02:00,100,1866,"Mauritania's Social Registry, UNHCR, WFP",134,1,survey,669,https://microdata.unhcr.org/index.php/catalog/669,,286.0,Population and Housing Census
141,UNHCR_MAR_2021_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Morocco,2021,2021,MENA,Middle East and North Africa,2022-09-18T02:27:21+02:00,2022-09-18T02:27:21+02:00,106,851,UNHCR,20,1,survey,753,https://microdata.unhcr.org/index.php/catalog/753,,,
142,UNHCR_NAM_2021_Intention_Return,3,licensed,Intention to return survey - 2021,Namibia,2021,2021,SAO,Southern Africa,2021-10-21T19:29:09+02:00,2021-10-21T19:49:31+02:00,41,1664,"UNHCR, Government of the Republic of Namibia",137,1,survey,561,https://microdata.unhcr.org/index.php/catalog/561,,221.0,Intention to return survey
143,UNHCR_NAM_2021_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Namibia,2021,2021,SAO,Southern Africa,2022-09-18T02:27:29+02:00,2022-09-18T02:27:29+02:00,106,633,UNHCR,19,1,survey,754,https://microdata.unhcr.org/index.php/catalog/754,,,
144,UNHCR_NER_2021_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2021",Niger,2021,2021,WA,West and Central Africa,2022-09-18T03:26:35+02:00,2022-09-18T03:26:35+02:00,101,1174,UNHCR,24,1,survey,768,https://microdata.unhcr.org/index.php/catalog/768,,,
145,UNHCR_NER_2021_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Niger,2021,2021,WA,West and Central Africa,2022-09-18T02:27:36+02:00,2022-09-18T02:27:36+02:00,106,742,UNHCR,22,1,survey,755,https://microdata.unhcr.org/index.php/catalog/755,,,
146,UNHCR_NER_2021_CBI_PDM_TILLABERY_v2.1,3,licensed,Cash-based Intervention Post-distribution Monitoring in Tillabery Region of Niger in 2021,Niger,2021,2021,WA,West and Central Africa,2022-09-29T09:58:43+02:00,2022-09-29T09:58:43+02:00,172,221,UNHCR,7,1,survey,741,https://microdata.unhcr.org/index.php/catalog/741,,,
147,UNHCR_NER_2021_RETURN_INTENTION_v2.1,3,licensed,Intention Survey of Nigerian Refugees in DIFFA Region 2021,Niger,2021,2021,WA,West and Central Africa,2022-09-15T21:05:25+02:00,2022-09-15T21:05:25+02:00,159,215,UNHCR,4,1,survey,736,https://microdata.unhcr.org/index.php/catalog/736,,,
148,UNHCR_NGA_2021_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2021",Nigeria,2021,2021,WA,West and Central Africa,2022-09-18T02:27:44+02:00,2022-09-18T02:27:44+02:00,106,747,UNHCR,29,1,survey,756,https://microdata.unhcr.org/index.php/catalog/756,,,
149,WBG_NGA_2021_NLPS_v04_M,5,remote,National Longitudinal Phone Survey 2021-2022,Nigeria,2021,2022,WBG,The World Bank Microdata Library,2023-04-03T23:13:42+02:00,2023-04-03T23:28:20+02:00,1212,0,National Bureau of Statistics (NBS),0,1,survey,889,https://microdata.unhcr.org/index.php/catalog/889,https://microdata.worldbank.org/index.php/catalog/4444/get-microdata,,
150,UNHCR_PAN_2021_HFS_Q1Q2_v2.1,3,licensed,High Frequency Survey - Q1Q2 2021,Panama,2021,2021,SA,Americas,2021-10-11T13:14:03+02:00,2021-10-11T13:14:03+02:00,485,5569,UNHCR,0,1,survey,491,https://microdata.unhcr.org/index.php/catalog/491,,198.0,High Frequency Survey
